Unfollow_084_1.wav|laura's predicament sounded uncannily like my father's and i was surprised by how many similarities there were between the doctrines of westboro and the witnesses but right then staring out the window at the sixty foot high carvings of george washington and company what held my attention were the differences between the two groups
Unfollow_084_2.wav|in contrast to westboro's version of hell eternal torment an idea that had become detestable to me witnesses believe that hell is simply death
Unfollow_084_3.wav|when i quoted bible verses that seemed to contradict this dustin and laura brought forth other verses to support their position
Unfollow_084_4.wav|for the living know that they will die but the dead know nothing at all there is no work nor planning nor knowledge nor wisdom in the grave where you are going
Unfollow_084_5.wav|their understanding of the verses i presented was fundamentally different from the one i had been raised with and i was slack jawed to realize that there was more than one way to read the text that from one passage multiple meanings could be deduced without contradicting the language in the original
Unfollow_084_6.wav|that interpretation was a phenomenon with real implications for believers
Unfollow_084_7.wav|at westboro we had denied that interpretation allowed for any disagreements on doctrines
Unfollow_084_8.wav|knowing this first that no prophecy of the scripture is of any private interpretation
Unfollow_084_9.wav|for any question or issue there was a single correct understanding and it was ours
Unfollow_084_10.wav|legitimate disagreement with westboro's theology could not exist within this framework and though i had come to reject some of the church's precepts i immediately fell back into that paradigm that there was only one way because i hadn't yet seen another that made sense to me
Unfollow_084_11.wav|i was still assuming that anyone contradicting the clear meaning of scripture was either deliberately mangling the truth or deluded by god into believing a lie
Unfollow_084_12.wav|and yet here were two people whose kindness intelligence generosity and good intentions were all self evident
Unfollow_084_13.wav|they weren't evil stupid or delusional
Unfollow_084_14.wav|they just saw things differently than i had been taught to and they could articulate the logic and reasoning behind their thinking
Unfollow_084_15.wav|my head was spinning as the four of us fought the cold wind and made our way back to the floyds car
Unfollow_084_16.wav|grace and i looked across the backseat at each other amazement on both of our faces my thoughts reflected in her features how was this possible
Unfollow_084_17.wav|if there truly was more than one legitimate way to understand the world then there was nothing inherently wrong with people who believed differently than we did
Unfollow_084_18.wav|we could cease presuming most people were evil and ill intentioned
Unfollow_084_19.wav|the hope that sprang from this realization would become the new foundation of my life but along with that hope came still more confusion
Unfollow_084_20.wav|if there was more than one possible answer how did anyone manage to decide between them
Unfollow_084_21.wav|dec 30 2012 day 13
Unfollow_084_22.wav|the god delusion
Unfollow_084_23.wav|the journalist andrew mueller is of the opinion that pledging yourself to any particular religion is no more or less weird than choosing to believe that the world is rhombus shaped and borne through the cosmos in the pincers of two enormous green lobsters called esmerelda and keith
Unfollow_084_24.wav|chad i can tell you that i already know you'll talk too fast
Unfollow_084_25.wav|you did leave a pretty long youtube fast talking trail
Unfollow_084_26.wav|i did think the screen liked your face
Unfollow_084_27.wav|that's a fact
Unfollow_084_28.wav|the shit you said was crazy
Unfollow_084_29.wav|you think i discount that because of the screen liking your face
Unfollow_084_30.wav|i don't
Unfollow_084_31.wav|i need to know that it wasn't necessarily you
Unfollow_084_32.wav|you know
Unfollow_084_33.wav|megan where to begin
Unfollow_084_34.wav|chad i don't believe obama is the literal antichrist
Unfollow_084_35.wav|i don't believe gays marrying will trigger the end of days
Unfollow_084_36.wav|etc
Unfollow_084_37.wav|etc
Unfollow_084_38.wav|megan i don't believe either of those things either
Unfollow_084_39.wav|i didn't think there was even enough biblical evidence to support them
Unfollow_084_40.wav|start with i believed the bible was it
Unfollow_084_41.wav|that it was right no matter what i would have come up with myself even if i thought something it said was wrong even if it made me angry even if it hurt other people
Unfollow_084_42.wav|chad okay
Unfollow_084_43.wav|not tonight
Unfollow_084_44.wav|and know that i think in spite of all of that your family has so many great qualities and obviously did such a great job of raising educating you etc
Unfollow_084_45.wav|learning about the floyds belief system was eye opening to me
Unfollow_084_46.wav|in many ways it seemed to be exactly what i had wanted from my family an improvement on several of our most objectionable doctrines
Unfollow_084_47.wav|where we had been deliberately provocative and even cruel for instance witnesses strove for gentleness in contrast to our boisterous funeral pickets they knocked on doors to preach their gospel meekly walking away when requested
Unfollow_084_48.wav|and yet in spite of that fact i still found myself unsatisfied
Unfollow_084_49.wav|my questions had become deeper since i left topeka
Unfollow_084_50.wav|in all my conversations with dustin and laura i had refrained from asking the question that now weighed so heavily on my mind why did they believe that the bible was the capital t truth in the first place
Unfollow_084_51.wav|i wasn't looking to be persuaded from the position i had held throughout my conscious life
Unfollow_084_52.wav|i had dearly loved the scriptures from the time i was a child listening to my mother read from them each night her reverence clear in every word
Unfollow_084_53.wav|when i quoted from the king james version to journalists or curious passersby on the picket line their eyes would often glaze over at the seventeenth century prose but the language and the imagery were as familiar and beautiful to me as my own mother's voice and comforting in their familiarity
Unfollow_084_54.wav|how sweet are thy words unto my taste
Unfollow_084_55.wav|yea sweeter than honey to my mouth
Unfollow_084_56.wav|the bible's words became mine and at all hours and in all circumstances my mind would call them forth for guidance courage inspiration
Unfollow_084_57.wav|i read them studied them memorized them recited them and defended them daily
Unfollow_084_58.wav|though i had turned away from it while we were still at westboro the question i had posed to grace months earlier wouldn't be denied any longer what if the god of the bible isn't the god of creation
Unfollow_084_59.wav|we don't believe that the koran has the truth about god
Unfollow_084_60.wav|is it just because we were told forever that this is how things are
Unfollow_084_61.wav|at home my siblings and i had learned a principle even if god's actions or instructions in the bible seemed evil to our finite minds all that he did was by definition perfect and just
Unfollow_084_62.wav|for my thoughts are not your thoughts neither are your ways my ways saith the lord
Unfollow_084_63.wav|for as the heavens are higher than the earth so are my ways higher than your ways and my thoughts than your thoughts
Unfollow_084_64.wav|god's word was the standard by which all men were measured and his actions were righteous simply by virtue of the fact that he had taken them
Unfollow_084_65.wav|all that was in the bible was unquestionably good
Unfollow_084_66.wav|for me this belief was becoming more and more difficult to sustain
Unfollow_084_67.wav|fortunately the bible's truth and reliability was the subject of the first sunday meeting i attended at rapid city's kingdom hall as jehovah's witnesses call their meeting places
Unfollow_084_68.wav|i hadn't been inside a place of worship in nearly two months and in all my years i had been inside non westboro churches on only the rarest of occasions
Unfollow_084_69.wav|the foreignness of this place was both an intense curiosity and a physical revulsion and i had to fight to suppress the latter
Unfollow_084_70.wav|the thoughts that kept me from bolting from the building were becoming something of a mantra what am i feeling
Unfollow_084_71.wav|why am i feeling it
Unfollow_084_72.wav|are my feelings justified by evidence or a matter of instinct
Unfollow_084_73.wav|laura guided us to sit in the middle section of the hall and i looked around trying to collect myself by focusing on specific details
Unfollow_084_74.wav|the room had a capacity of about two hundred though fewer than half the seats were filled
Unfollow_084_75.wav|rows of upholstered chairs instead of pews
Unfollow_084_76.wav|industrial beige carpet and a raised platform with a small lectern for the speaker
Unfollow_084_77.wav|you and your instead of thee and thou to address god
Unfollow_084_78.wav|during the prayer husbands in suits wrapped their arms around wives in long skirts
Unfollow_084_79.wav|the women left their hair uncovered giving me a sense of our collective nakedness among the congregation
Unfollow_084_80.wav|when i asked laura later about the lack of head coverings she directed me to the very same passage that westboro used to require them which i was shocked to realize was not in keeping with the plain language used there
Unfollow_084_81.wav|but every woman that prayeth or prophesieth with her head uncovered dishonoureth her head the passage read and then clarified that her hair is given her for a covering
Unfollow_084_82.wav|in spite of this language westboro required a second head covering and took other churches refusal to do so as dispositive evidence that the whole congregation was rebellious and damned by god
Unfollow_084_83.wav|in laura's bible the text was even clearer for her hair is given to her instead of a covering
Unfollow_084_84.wav|that jehovah's witnesses used an entirely different version of the scriptures the new world translation brought up yet another layer of doubt
Unfollow_084_85.wav|i knew that translations of the bible often varied widely in their language and thus their meaning but westboro had declared the king james to be the only acceptable text
Unfollow_084_86.wav|all others were tainted by human hands and desires
Unfollow_084_87.wav|the arbitrariness of this claim now seemed apparent to me a judgment my grandfather had made long ago on the basis of his conscience but then denied all others the right to do likewise
Unfollow_084_88.wav|at westboro when outsiders reminded us of the many contradictions among the various versions of the bible and questioned our use of the kjv i instinctively avoided answering their positions directly
Unfollow_084_89.wav|because gramps said so would seem not to be a very convincing argument
Unfollow_084_90.wav|no better than the bible is true because my wicked heart says so i thought remembering the paradox that had caused me to doubt the bible's infallibility in the first place
Unfollow_084_91.wav|i had hoped that brother alt's sermon would shed some light on this question but the longer i listened the more fragile his case seemed
